Song_name,Cluster label,artist popularity,popularity,valence,danceability,modes,India,Mexico,Sweden,USA,mel,rms(mean),rms(var),sc(mean),sc(var),zcr(mean),zcr(var),duration,bpm
Unstoppable,3,82,80,0.26,0.468,1,1,0,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4977815e+02
  7.8928596e+01 2.6135635e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.9304608e+02
  1.0869144e+02 3.0156673e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6115597e+01
  1.1338212e+01 2.2788875e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.1612589e-09
  2.9562035e-09 2.7543021e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.9536614e-09
  2.9525442e-09 2.9896949e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.1490775e-09
  3.3017182e-09 2.8230802e-09]]",0.0907592,0.0029793123,1715.1072991408148,1132193.982477503,0.0351350861068111,0.0005820317114756,30.0,114.84375
Mi Bebito Fiu Fiu,0,68,81,0.72,0.809,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.6866629e+02
  3.0230994e+02 1.3990042e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.1591060e+03
  6.5713257e+02 5.9732526e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.7070210e+03
  2.4607497e+02 8.0684009e+02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3805175e-06
  3.1455805e-09 1.0040428e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.8671610e-07
  1.5751670e-09 1.4019358e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4623263e-06
  1.2968074e-09 1.2127741e-09]]",0.22616719,0.01635818,1713.366006433936,807241.6825712682,0.0343788548519736,0.0003968805793405,30.0,161.4990234375
Ojos Marrones,0,82,97,0.197,0.629,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 7.9239753e-06 ... 8.9960585e+00
  1.1416682e+02 9.4290070e+02]
 [0.0000000e+00 0.0000000e+00 3.1995478e-05 ... 6.4892471e+01
  3.0936809e+03 3.3482781e+03]
 [0.0000000e+00 0.0000000e+00 2.6307283e-05 ... 1.7355356e+02
  5.8834536e+03 1.4317955e+03]
 ...
 [0.0000000e+00 0.0000000e+00 7.6818768e-10 ... 1.1693593e-04
  7.1076240e-05 1.4544778e-04]
 [0.0000000e+00 0.0000000e+00 4.8300380e-10 ... 9.8832425e-07
  7.4443783e-06 7.3223741e-06]
 [0.0000000e+00 0.0000000e+00 2.2654705e-10 ... 2.9190406e-07
  5.9387917e-06 4.4930757e-06]]",0.2468168,0.029180557,1492.8344520181097,1018879.1225461653,0.0267851743904798,0.0004785609361391,30.0,120.18531976744184
Running Up That Hill (A Deal With God),0,86,99,0.268,0.44,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.5981808e+00
  8.0934782e+00 8.5685549e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.9035984e+01
  2.5594805e+01 2.2021280e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.3235521e+00
  4.0848422e+00 2.4564178e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.4021251e-10
  1.3135210e-09 8.8167468e-10]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1369446e-09
  8.0801715e-10 1.3276410e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4022578e-09
  1.2813136e-09 1.0881748e-09]]",0.0813765,0.002176616,1569.6848596273442,1966262.1561573823,0.0262001439144736,0.0002913494946922,30.0,107.666015625
Glimpse of Us,6,44,61,0.935,0.721,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.6564884e+00
  3.1504326e+00 1.3301365e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.0692687e+00
  6.4732094e+00 6.7327768e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.7661166e-01
  1.0728468e+00 3.2212341e-01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.2244041e-09
  2.7233575e-09 3.6747554e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.7787908e-09
  3.5242036e-09 3.2569945e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5054616e-09
  2.1077518e-09 2.4460949e-09]]",0.06254078,0.0024837682,1384.6959892362925,891368.9565750625,0.0270723986551857,0.0007378654560467,30.0,120.18531976744184
Me Hace Daño Verte,6,78,78,0.976,0.758,1,0,1,0,0,"[[0.0000000e+00 8.4316998e-06 1.6683069e-04 ... 7.9927745e+00
  5.9503036e+00 6.8356757e+00]
 [0.0000000e+00 7.0449023e-06 1.5355967e-05 ... 1.6806580e+01
  1.6977983e+01 1.3709699e+01]
 [0.0000000e+00 3.6918777e-06 5.7908859e-05 ... 9.4900694e+00
  9.8636780e+00 1.4956998e+00]
 ...
 [0.0000000e+00 4.5860749e-10 1.9262179e-09 ... 1.4063299e-07
  2.5652770e-07 1.5154838e-09]
 [0.0000000e+00 3.0114941e-10 1.2947963e-09 ... 1.6715938e-09
  1.5662287e-09 1.1458524e-09]
 [0.0000000e+00 4.0306034e-10 1.4435064e-09 ... 1.1189214e-09
  1.2082456e-09 1.1004415e-09]]",0.22471566,0.01056662,3116.0475396746388,1833541.948187676,0.0729957793150154,0.0027949291434701,30.0,120.18531976744184
Pongámonos De Acuerdo,6,78,77,0.923,0.787,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6234075e-01
  5.1031400e-02 2.3993839e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5230712e+00
  2.1099491e+00 1.2533759e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.2051663e+00
  6.5090094e+00 4.0879011e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2246355e-09
  1.4010103e-09 1.1933371e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.7670668e-09
  1.4688502e-09 1.7159956e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6729576e-09
  1.5280058e-09 1.4408632e-09]]",0.19709113,0.008043523,3528.7562619184914,2167304.364860245,0.0685778166118421,0.0022786924752385,30.0,97.50884433962264
Ojos Verdes,6,78,75,0.609,0.581,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.1041564e-02
  8.5685095e-03 1.4433239e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9575928e-01
  9.0832897e-02 5.0004106e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.3937330e+00
  1.4841936e+00 2.3492801e-01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2844307e-09
  1.2638841e-09 1.2590081e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0679112e-09
  1.0823359e-09 1.8437407e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1115682e-09
  1.6268197e-09 1.4468752e-09]]",0.16282926,0.004777084,2822.4713301024594,1736537.2672918632,0.0648072422842492,0.0024210767217151,30.0,107.666015625
Terrenal,6,67,84,0.966,0.805,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.7830667e+00
  6.9438901e+00 2.9956737e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3600261e+02
  3.2165936e+02 3.3058392e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.9187195e+01
  2.9542773e+02 3.4165277e+02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.3069879e-09
  1.0240183e-09 1.1320668e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4664162e-09
  1.6275755e-09 1.2049693e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.2600297e-09
  1.1457292e-09 1.4161256e-09]]",0.1807791,0.0055936263,2413.290981768494,223773.93503184232,0.0683442579334365,0.0005334059818628,30.0,120.18531976744184
Pass The Dutchie,5,78,75,0.974,0.731,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.8739914e-01
  6.7683852e-01 1.9527762e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.4910388e+00
  2.8494942e+00 1.8629110e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.6943479e+00
  6.6596799e+00 7.2307081e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9856208e-04
  1.8840959e-05 1.2799625e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.8183882e-08
  1.3893665e-08 1.9194839e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1723340e-09
  1.4266999e-09 7.3715184e-10]]",0.044392005,0.001361599,3458.872161338876,4862905.222703143,0.0909733727989551,0.0076118862750112,30.0,151.99908088235293
Y Así Fue,6,78,75,0.966,0.723,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0870014e-01
  6.8933982e-03 3.2893673e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9310774e-01
  6.1518513e-02 1.6696451e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.3522755e-01
  5.3515851e-02 2.2442426e-01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5495515e-09
  1.2348857e-09 1.5347706e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3803869e-09
  1.2202435e-09 1.4623598e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3131153e-09
  1.3273282e-09 1.5056675e-09]]",0.24094628,0.006027625,2831.151805614044,1186954.5173803575,0.0549917309645897,0.0008517152075912,30.0,114.84375
Te Hubieras Ido Antes,0,81,82,0.56,0.543,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4962278e-01
  1.4445703e-01 3.8890246e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4219754e+01
  6.6782470e+00 6.8094721e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0061926e+02
  6.4297569e+01 6.3707233e+01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3765370e-09
  1.3058294e-09 1.0870360e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2815483e-09
  1.3160528e-09 1.1241869e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1992702e-09
  1.8464988e-09 1.3991744e-09]]",0.083549686,0.0013623048,2590.8662802827425,2141792.113287912,0.0518643878192724,0.0018885815566014,30.0,147.65625
Master Of Puppets,6,78,74,0.875,0.676,1,0,1,0,0,"[[0.0000000e+00 2.0583821e-09 7.8560497e-08 ... 3.5041675e-01
  2.5497404e-01 2.2152057e-01]
 [0.0000000e+00 1.7416185e-09 4.4018011e-09 ... 4.8631597e+00
  1.1067865e+00 4.4613175e+00]
 [0.0000000e+00 1.0341967e-09 6.5197470e-09 ... 1.1805414e+01
  1.3895630e+00 1.7863033e+01]
 ...
 [0.0000000e+00 8.3433545e-11 2.2380375e-09 ... 1.1456935e-09
  1.4908977e-09 2.0895794e-09]
 [0.0000000e+00 6.4866321e-11 3.1265772e-09 ... 1.2187032e-09
  1.1742440e-09 1.4858086e-09]
 [0.0000000e+00 6.4233660e-11 2.1881958e-09 ... 1.0722573e-09
  1.2440043e-09 1.2666440e-09]]",0.08194128,0.0017036746,3009.3045847889925,1436732.3290303312,0.074005221434791,0.0019072345760633,30.0,143.5546875
El Amor De Su Vida,6,50,63,0.692,0.594,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.8461879e-01
  4.7213489e-01 2.0132380e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.8250268e+00
  3.8899446e+00 2.7933267e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.1490988e+01
  2.3977573e+01 2.5711600e+02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5814924e-09
  1.8195366e-09 9.1471399e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3680691e-09
  1.3225151e-09 1.0802042e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0331898e-09
  1.1468413e-09 1.1849639e-07]]",0.24657552,0.008312709,3716.8717883817912,1220762.367405988,0.0778918192482585,0.0014780745692797,30.0,99.38401442307692
No Se Va,6,78,68,0.965,0.853,1,0,1,0,0,"[[0.00000000e+00 0.00000000e+00 1.24555726e-07 ... 4.62306274e+02
  1.13606205e+01 1.22741137e+01]
 [0.00000000e+00 0.00000000e+00 1.43180387e-07 ... 1.43986023e+03
  2.28463364e+01 4.09810715e+01]
 [0.00000000e+00 0.00000000e+00 1.22854274e-07 ... 2.89640533e+02
  1.45669394e+01 1.17144651e+01]
 ...
 [0.00000000e+00 0.00000000e+00 4.49714484e-12 ... 8.46987590e-03
  1.96187664e-03 6.05170098e-05]
 [0.00000000e+00 0.00000000e+00 1.88460792e-12 ... 1.74304296e-06
  1.67850047e-07 3.44778996e-08]
 [0.00000000e+00 0.00000000e+00 2.32775474e-12 ... 2.51763921e-09
  1.81873228e-09 1.15767074e-09]]",0.124326676,0.007628143,3165.3567740826165,3506835.632233738,0.0638219874709752,0.0026701440399033,30.0,86.1328125
Como Este Cabrón,6,78,68,0.643,0.661,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6845187e+00
  3.8981993e+00 1.1033681e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.3796239e+00
  5.1143117e+00 2.0554347e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.0327362e+01
  2.7255117e+01 5.1703369e+01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3832021e-09
  1.5853175e-09 1.8216717e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.9190522e-10
  1.4427222e-09 1.0778993e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4373900e-09
  1.1223028e-09 1.1671003e-09]]",0.16928184,0.012611175,2362.948616976894,1853247.4570172147,0.0405001330301857,0.0011537831611338,30.0,114.84375
Que Daría,0,100,98,0.268,0.647,0,0,1,0,0,"[[0.0000000e+00 2.5810703e-12 3.6870045e-08 ... 5.6925312e-02
  8.9479111e-02 1.8705057e-01]
 [0.0000000e+00 1.3084692e-12 2.1594457e-09 ... 3.6250919e+01
  3.3542198e+01 3.6027287e+01]
 [0.0000000e+00 2.0079922e-13 3.8274423e-10 ... 1.2055630e+02
  1.1880768e+02 1.3021504e+02]
 ...
 [0.0000000e+00 8.7719968e-13 3.7573172e-10 ... 1.1972134e-09
  1.8714919e-09 1.2695587e-09]
 [0.0000000e+00 8.6634974e-13 3.2665504e-10 ... 1.0140973e-09
  1.6590946e-09 1.2559856e-09]
 [0.0000000e+00 8.8065514e-13 2.5260005e-10 ... 1.1877919e-09
  1.0499347e-09 1.2332070e-09]]",0.14464489,0.0035165106,2831.5372035752976,1481266.107967999,0.060154587122678,0.0019277563156017,30.0,135.99917763157896
Ojitos Lindos,6,78,74,0.615,0.724,1,0,1,0,0,"[[3.41071002e-03 1.13816909e-03 4.23188042e-03 ... 1.63667183e-02
  7.91585632e-03 1.62306372e-02]
 [6.23885449e-03 1.20266289e-01 1.59330759e-02 ... 4.29353923e-01
  6.02434099e-01 4.56551790e-01]
 [4.38886732e-02 2.41313791e+00 3.17153597e+00 ... 3.79965425e+00
  4.41266918e+00 4.14420319e+00]
 ...
 [1.08059002e-08 5.45534817e-07 2.37020700e-07 ... 1.03670427e-04
  6.72377791e-05 1.01230880e-05]
 [1.76598636e-09 1.67677905e-09 1.86581395e-09 ... 1.31889365e-07
  9.44910781e-08 1.07495355e-08]
 [1.21613364e-09 1.66613934e-09 1.70348924e-09 ... 9.14007092e-10
  1.71552672e-09 1.47710610e-09]]",0.115038455,0.0013979311,1925.0106188553389,1413014.46817508,0.0416259765625,0.0009114643091756,30.0,103.359375
Afuera Está Lloviendo,6,58,76,0.893,0.548,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.0445521e-01
  7.5638640e-01 3.8409072e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2509860e+00
  8.6866629e-01 2.1662073e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.6959815e+00
  8.8854176e-01 2.2272937e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1472777e-09
  1.1544931e-09 1.4314057e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.0440938e-10
  1.3239783e-09 1.1915529e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.6989528e-10
  1.3635912e-09 1.1995908e-09]]",0.10828298,0.011307116,2373.0599307901784,1556644.2351033466,0.0588171046584752,0.002515804040297,30.0,123.046875
NEON BLADE,0,69,80,0.162,0.435,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.8660740e+03
  1.6399445e+03 1.1796796e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.1775522e+03
  1.8234241e+03 9.5813377e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.3585498e+02
  2.3894754e+02 6.6610878e+01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.8140065e-09
  1.4011189e-09 1.2323541e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2755348e-09
  1.3421535e-09 1.3758115e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1990780e-09
  2.1093731e-09 1.1476369e-09]]",0.18545114,0.026475852,2940.2932007401814,1612872.9912638231,0.0688820475764318,0.002555616239748,30.0,126.04801829268293
Fourth of July,6,47,66,0.789,0.825,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.9280193e-02
  8.9428112e-02 2.6049832e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3691525e-01
  2.7460524e-01 4.3181017e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5433913e-01
  3.7158629e-01 2.4984562e-01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.8699758e-07
  4.2176669e-07 5.5862745e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.0397619e-09
  1.1545060e-09 1.5087217e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0931417e-09
  1.9838615e-09 1.6825471e-09]]",0.050242327,0.00085141306,682.7572708236816,208949.3093507233,0.0203755381675696,0.0001175512813116,30.0,120.18531976744184
Alguien Más,6,49,63,0.962,0.716,1,0,1,0,0,"[[2.0987113e-11 9.7783253e-05 3.6058684e-03 ... 8.6095009e+00
  1.9921118e+01 3.5560507e+02]
 [3.1179011e-11 3.5834173e-04 4.2501655e-03 ... 1.5340854e+02
  2.2201309e+03 4.6274858e+03]
 [3.6138835e-11 3.8490305e-04 1.3985299e-02 ... 2.9041928e+02
  6.3472490e+03 2.3687891e+03]
 ...
 [3.1116392e-14 8.1355978e-10 2.9891656e-09 ... 5.9440208e-04
  1.1470356e-03 1.1456175e-04]
 [2.2457806e-14 9.0578078e-10 1.6679467e-09 ... 8.0385134e-06
  1.8078177e-05 4.5620618e-06]
 [2.2696009e-14 7.0539641e-10 1.9604218e-09 ... 5.8612945e-06
  1.7230244e-05 1.0551286e-05]]",0.25980768,0.02798611,2181.7058695393034,1601846.3995866603,0.0334291251451238,0.00077997811747,30.0,123.046875
Me Levanté,5,78,70,0.806,0.701,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.0500858e-02
  1.0512935e+00 3.4437244e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.4701481e-02
  5.0948346e-01 6.6733541e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.8745385e-01
  7.9165980e-02 7.7582068e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.8710773e-04
  3.4933680e-04 1.0273377e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.7651613e-08
  7.4592549e-08 1.5997374e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.7819721e-09
  1.0641525e-09 1.4732719e-09]]",0.08856235,0.0074763894,4218.355418626697,3502911.7058850657,0.0971452931501548,0.0062023820547906,30.0,114.84375
Esta Noche Se Me Olvida,0,73,91,0.227,0.539,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.5911369e+00
  9.4820023e+00 1.1503964e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.1964083e+01
  9.5883369e+01 3.5119754e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.5103216e+00
  1.1487751e+02 6.6776404e+02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5169610e-09
  1.4875270e-09 9.9486896e-10]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9908137e-09
  1.8179943e-09 1.2368520e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3943119e-09
  1.1291516e-09 1.2317340e-09]]",0.15195058,0.00533841,3212.427767943364,2080314.9962188231,0.0581761410361842,0.0016252747139713,30.0,112.34714673913044
Until I Found You,6,78,69,0.725,0.77,1,0,1,0,0,"[[8.71590973e-15 9.38694435e-12 3.40118211e-11 ... 1.38807821e-03
  2.79481825e-03 1.83731399e-03]
 [6.52430939e-15 1.09041595e-11 3.96285504e-11 ... 7.86995632e-04
  6.31642295e-04 9.21383151e-04]
 [2.36659629e-15 1.06324099e-11 3.75332092e-11 ... 5.71497250e-03
  2.14447035e-03 8.33575428e-03]
 ...
 [5.54069577e-15 1.04696113e-11 9.96337127e-13 ... 2.81241512e-07
  7.38443440e-09 5.28309396e-09]
 [5.68667258e-15 1.04679850e-11 5.79761337e-13 ... 1.20800181e-09
  1.38339662e-09 1.52120516e-09]
 [5.55302688e-15 1.04667256e-11 3.17337899e-13 ... 1.05418418e-09
  9.79178738e-10 1.04830811e-09]]",0.15355928,0.0050582006,1664.176546291278,1735571.2792016815,0.0407408723152089,0.0003780141190158,30.0,101.33272058823528
La Sonrisa Obligatoria,0,73,77,0.368,0.62,1,0,1,0,0,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.05902195e+01
  4.55273819e+01 4.02802515e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.36345047e+02
  1.54201196e+03 8.21832397e+02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.22657959e+02
  1.60306079e+03 1.72654077e+03]
 ...
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.33983936e-04
  1.42589837e-04 1.29324690e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.32703729e-07
  1.03068736e-07 2.31772468e-08]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.45923063e-09
  1.65558878e-09 1.31423294e-09]]",0.1689584,0.01573141,2833.392331782759,1963520.9667089223,0.0569803810710139,0.0025823683667534,30.0,126.04801829268293
Llorar y Llorar - con Carin Leon,6,78,68,0.668,0.623,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4295233e-03
  4.6742023e-03 8.2086975e-04]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.7642061e-03
  2.7648438e-02 1.4700863e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.4602616e-02
  5.0538248e-01 3.4257371e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.1852743e-04
  2.9685139e-05 3.5100900e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.4487655e-07
  1.3197037e-07 4.3219796e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4840043e-09
  1.3770537e-09 1.3312044e-09]]",0.10440431,0.004117687,2316.392560457096,1024920.300780579,0.038644135182856,0.0007713639164232,30.0,114.84375
Dime,6,78,71,0.961,0.796,1,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4483334e-02
  5.8635469e-03 1.7969659e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.9365873e+00
  2.6019642e+00 1.5095173e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.2883658e+00
  4.5177855e+00 1.4753304e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0886256e-09
  1.2097098e-09 1.2834346e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4737402e-09
  1.2150136e-09 1.1704862e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3513324e-09
  1.5011168e-09 1.1766295e-09]]",0.15849079,0.0063240556,2980.643675167542,1763650.634529374,0.058275535748839,0.0041136171917896,30.0,143.5546875
Y Me Da Vergüenza,6,67,84,0.965,0.696,0,0,1,0,0,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.3152066e-02
  9.5417053e-03 6.2281664e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.2877655e+00
  3.6891868e+00 9.3928140e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.3039410e+01
  1.6847284e+01 2.0420649e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3127430e-09
  9.8859154e-10 1.3362185e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4640633e-09
  1.4767363e-09 1.7364729e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.8409181e-09
  1.2669655e-09 1.5012471e-09]]",0.18963012,0.006677306,3042.6085113538106,2386519.698727492,0.0566478056066176,0.0021337194561936,30.0,107.666015625
