,artist,song,mel,rms(mean),rms(var),sc(mean),sc(var),zcr(mean),zcr(var),duration,bpm
10,Grupo Frontera,01 No Se Va.wav,"[[0.0000000e+00 0.0000000e+00 1.2455573e-07 ... 9.1529489e-03
  8.3870220e+00 2.0653740e+03]
 [0.0000000e+00 0.0000000e+00 1.4318039e-07 ... 7.5164425e-01
  1.0058799e+01 3.7197356e+03]
 [0.0000000e+00 0.0000000e+00 1.2285427e-07 ... 3.9359493e+00
  1.3424894e+01 9.1571313e+02]
 ...
 [0.0000000e+00 0.0000000e+00 4.4971448e-12 ... 3.4553074e-09
  3.9720663e-07 1.8265117e-06]
 [0.0000000e+00 0.0000000e+00 1.8846079e-12 ... 1.1772254e-09
  2.0514259e-09 2.9098477e-08]
 [0.0000000e+00 0.0000000e+00 2.3277547e-12 ... 1.2812964e-09
  1.0046545e-09 2.5447354e-08]]",0.1090113,0.007836973,2902.0398002590114,3210130.0683935713,0.05861300935324826,0.05861300935324826,10.0,117.45383522727273
11,"JVKE, Leon Leiden",01 this is what falling in love feels like - Leon Leiden Remix.wav,"[[1.6287560e-10 6.0107195e-06 1.9181422e-05 ... 9.7995259e-02
  1.5498336e-01 1.6434641e-01]
 [1.3977186e-10 1.8006220e-05 7.3274705e-06 ... 4.9197230e+00
  4.0687509e+00 4.3331261e+00]
 [7.1821507e-11 1.2354569e-05 1.6879085e-05 ... 6.0786495e+00
  7.3438396e+00 5.4629326e+00]
 ...
 [5.5544778e-13 1.1899335e-09 1.2817615e-09 ... 1.4799331e-06
  3.2310991e-06 7.0189303e-06]
 [3.2898752e-13 1.0337382e-09 1.0342592e-09 ... 1.9668140e-09
  4.0377248e-09 1.5999579e-08]
 [9.2966718e-14 8.8592600e-10 1.3016842e-09 ... 1.6216455e-09
  1.5736461e-09 1.0696889e-08]]",0.04642332,0.0010266642,2300.7991248019175,608287.8704030465,0.06341651863399073,0.06341651863399073,10.0,135.99917763157896
12,Joji,01 Glimpse of Us.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.0236293e-02
  2.0445019e-02 8.9750048e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.2189051e-02
  5.6986470e-02 2.3172891e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.7762220e-02
  4.3281179e-02 3.6785785e-02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4433144e-09
  9.4672525e-10 1.4978067e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4340437e-09
  1.4460837e-09 1.2954386e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5314716e-09
  1.4650391e-09 1.6354679e-09]]",0.038406868,0.0008491755,936.9679030805463,123204.77376366823,0.017937255292923435,0.017937255292923435,10.0,120.18531976744185
13,"Journey, Steve Perry",01 Separate Ways (Worlds Apart) - Bryce Miller_Alloy Tracks Remix.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5664525e+02
  1.0469529e+02 7.8886597e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.6767822e+01
  5.3972675e+01 3.9334549e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6848326e+01
  1.9428947e+01 1.7713072e+01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1874421e-09
  1.4829397e-09 3.4252388e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9053270e-09
  1.4630898e-09 3.3415070e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4622692e-09
  1.1343886e-09 3.1890981e-08]]",0.10550907,0.006695153,362.43647590193376,152815.9341397241,0.008578342517401392,0.008578342517401392,10.0,129.19921875
14,Julión Álvarez y su Norteño Banda,07 Y Tú - Ranchera.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.0742016e-01
  6.2660813e-02 2.3482107e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.5533760e+01
  6.0950623e+01 4.7243603e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1341731e+02
  8.8370743e+01 7.2251640e+01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1685242e-09
  1.3904119e-09 1.5877660e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6566399e-09
  1.3226081e-09 1.4677952e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6332781e-09
  1.9381674e-09 1.4024115e-05]]",0.17564131,0.0046422696,2430.2228894258033,1265790.281521523,0.035540304161832945,0.035540304161832945,10.0,123.046875
15,Julión Álvarez y su Norteño Banda,01 Corazón Mágico.wav,"[[0.0000000e+00 0.0000000e+00 1.0779215e-07 ... 1.3353325e-01
  1.1619220e-01 1.0411809e-01]
 [0.0000000e+00 0.0000000e+00 2.9426751e-08 ... 1.8158475e-01
  1.2765188e+00 4.1305962e+00]
 [0.0000000e+00 0.0000000e+00 3.5873469e-09 ... 1.3361232e+00
  2.9299162e+01 6.9674675e+01]
 ...
 [0.0000000e+00 0.0000000e+00 2.7306363e-10 ... 2.6618709e-09
  4.6576147e-09 2.4275025e-08]
 [0.0000000e+00 0.0000000e+00 2.0035562e-10 ... 1.2517611e-09
  1.5159263e-09 2.6236700e-08]
 [0.0000000e+00 0.0000000e+00 3.0992567e-10 ... 1.6823951e-09
  1.4738742e-09 2.5447420e-08]]",0.08657881,0.00134875,2126.6482251357716,3452377.4308743076,0.04044577472447796,0.04044577472447796,10.0,112.34714673913044
16,Julión Álvarez y su Norteño Banda,02 Pongámonos De Acuerdo.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.6108177e-03
  1.2786052e-03 5.4842154e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2236191e-02
  3.1177776e-03 9.2103938e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0252387e-02
  1.1118100e-02 1.2282078e-02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.8118305e-09
  1.3547226e-09 7.0222569e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4178628e-09
  1.4686555e-09 6.2753423e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0350704e-09
  1.8083958e-09 5.9034221e-07]]",0.1635414,0.0056670774,4067.3316382814287,3597742.368511831,0.08447152334686775,0.08447152334686775,10.0,129.19921875
17,Julión Álvarez y su Norteño Banda,03 El Amor De Su Vida.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.3216972e+00
  1.4266360e+00 3.1860957e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3286363e+02
  1.3456401e+02 1.3003308e+02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2525840e+02
  1.3773178e+02 1.3162849e+02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.0282467e-06
  1.8996120e-06 4.3729929e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.0432091e-06
  1.9075708e-06 3.8385460e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.0285671e-06
  1.8980344e-06 3.5704946e-07]]",0.22073475,0.011564431,3656.185560576976,2659039.4655481884,0.07885345671403712,0.07885345671403712,10.0,99.38401442307692
18,Julión Álvarez y su Norteño Banda,07 Que Daría.wav,"[[0.0000000e+00 2.5810703e-12 3.6870045e-08 ... 2.7325159e+01
  2.5097883e+01 2.3017717e+01]
 [0.0000000e+00 1.3084692e-12 2.1594457e-09 ... 3.5524105e+01
  2.6834911e+01 3.2486034e+01]
 [0.0000000e+00 2.0079922e-13 3.8274423e-10 ... 1.9303007e+01
  1.8767342e+01 3.0020498e+01]
 ...
 [0.0000000e+00 8.7719968e-13 3.7573172e-10 ... 1.2958027e-09
  9.7909436e-10 4.7500843e-09]
 [0.0000000e+00 8.6634974e-13 3.2665504e-10 ... 1.2920044e-09
  1.4313848e-09 4.7360054e-09]
 [0.0000000e+00 8.8065514e-13 2.5260005e-10 ... 1.6454381e-09
  1.2647936e-09 5.0432605e-09]]",0.10001562,0.0020501134,2334.69651165819,2945890.7426963085,0.057142501087587005,0.057142501087587005,10.0,135.99917763157896
19,Julión Álvarez y su Norteño Banda,02 Olvídame.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.8054852e-05
  4.7544116e-04 1.1609624e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.1566715e-05
  3.5949718e-04 4.8063071e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.3950876e-04
  3.4141407e-04 1.1553846e-02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6994786e-08
  4.8400235e-09 4.2814552e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5386551e-09
  2.5940183e-09 3.5346801e-08]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.6714166e-09
  1.9270814e-09 3.5888014e-08]]",0.0688119,0.0021754948,1309.7885800152458,329848.4136341246,0.03201244380800464,0.03201244380800464,10.0,103.359375
