,artist,song,mel,rms(mean),rms(var),sc(mean),sc(var),zcr(mean),zcr(var),duration,bpm
20,"HAVAL, Yasin, Manny Flaco",05 MARIA.wav,"[[1.26448231e-06 7.53362542e-07 2.52641939e-07 ... 1.83726773e-02
  1.72261838e-02 1.03830194e+00]
 [2.03529180e-06 2.93746666e-07 1.11831433e-09 ... 1.02712646e-01
  1.04156516e-01 1.81596851e+00]
 [8.57300790e-07 1.23608189e-07 4.32504299e-09 ... 1.64004222e-01
  2.11174965e-01 2.38258624e+00]
 ...
 [1.81092891e-10 2.21952257e-09 2.54065258e-09 ... 9.61106750e-08
  2.80200966e-05 2.21808277e-05]
 [2.14106496e-10 1.15989807e-09 1.41415246e-09 ... 2.01413752e-09
  1.08190781e-08 4.74307257e-07]
 [1.96900440e-10 1.27084021e-09 8.36542113e-10 ... 1.41358747e-09
  1.20009980e-09 4.13941592e-07]]",0.1382819,0.0028024947,3780.034282949308,4984684.260385572,0.09159635114559164,0.09159635114559164,10.0,123.046875
21,Harry Styles,02 Late Night Talking.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.8345957e-01
  1.5038713e+00 5.1567298e-01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.0189105e-01
  6.0710845e+00 4.4651327e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6493833e+00
  5.3143854e+00 4.0561428e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4493913e-05
  2.1794855e-05 1.5887725e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4499501e-08
  5.4423680e-08 5.5385885e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4034431e-09
  1.0972381e-09 5.1968362e-07]]",0.08786055,0.011483651,2079.14452140727,734909.6737710974,0.05773840813515081,0.05773840813515081,10.0,114.84375
22,Harry Styles (1),04 As It Was.wav,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.63416901e+01
  7.18260132e+02 6.38074890e+02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.67076843e+02
  1.01451807e+03 7.01580322e+02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.15009636e+02
  2.29899323e+02 1.65394623e+02]
 ...
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.71615341e-06
  8.43075384e-07 9.42210079e-07]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.70845016e-09
  3.50824725e-09 2.96037229e-07]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.85849397e-09
  1.06610087e-09 2.57319556e-07]]",0.18127985,0.029392092,2711.262184134219,1551411.99143276,0.06871397368039443,0.06871397368039443,10.0,172.265625
23,Henric Edström,01 Bonaqua.wav,"[[5.2572472e-04 4.6178645e-01 1.7254305e-01 ... 1.1627834e+03
  3.7600128e+02 3.5185661e+01]
 [1.5435191e-02 2.2455652e-01 2.7180016e-01 ... 7.0009454e+02
  2.2425848e+02 2.4993969e+01]
 [7.5556524e-02 4.3530136e-01 6.0663080e-01 ... 2.4985647e+01
  1.8333443e+01 1.8238913e+01]
 ...
 [9.1992085e-08 4.6017876e-06 3.5976729e-05 ... 8.8945200e-08
  2.1596531e-07 8.6395579e-07]
 [1.8084180e-09 3.8981280e-09 1.2241658e-08 ... 1.2881135e-09
  2.0894508e-09 8.1423667e-07]
 [1.9263466e-09 1.3751829e-09 1.3101118e-09 ... 1.4875409e-09
  1.2482307e-09 7.9121202e-07]]",0.23219797,0.021609941,3935.9911111830397,5639633.204710549,0.1030114831061485,0.1030114831061485,10.0,109.95678191489361
24,"Humlan Djojj, Josefine Götestam",01 Djurens vaggvisa.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.6729105e-04
  3.7078821e-04 2.3574613e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.3063496e-03
  3.1748344e-03 8.6901346e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.2563247e-03
  1.0734479e-02 2.4483837e-02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.5373418e-09
  5.1877400e-09 4.7633666e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.7603003e-10
  1.2047789e-09 3.6035426e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.8424713e-10
  1.3965537e-09 3.2470064e-09]]",0.052583016,0.0013666386,527.9241822611023,10636.023331584212,0.02023138413573086,0.02023138413573086,10.0,99.38401442307692
25,Jireel,04 MANO.wav,"[[2.7336077e-06 1.0850388e-03 6.5492466e-03 ... 8.2090003e-03
  8.3472701e-03 2.8810444e-01]
 [1.8677405e-05 2.1576574e-03 6.3294834e-03 ... 8.0014914e-03
  1.1276639e-02 3.2590696e-01]
 [1.0540245e-05 4.7104163e-03 7.2490103e-03 ... 1.5561242e-01
  1.9373912e-01 7.0108098e-01]
 ...
 [5.7568826e-08 1.1613525e-06 5.4980132e-09 ... 1.9293173e-08
  2.3280661e-08 3.5437477e-08]
 [4.7845267e-10 8.7632381e-09 1.4849425e-09 ... 1.4967623e-09
  1.4865591e-09 2.6486012e-08]
 [3.2671147e-11 9.3095121e-10 1.3068328e-09 ... 1.5924869e-09
  1.3974516e-09 2.6637883e-08]]",0.10771415,0.003430098,1978.5666809677105,1542662.6154561325,0.0496007649361949,0.0496007649361949,10.0,129.19921875
26,Joji,01 Glimpse of Us.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.0236293e-02
  2.0445019e-02 8.9750048e-03]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.2189051e-02
  5.6986470e-02 2.3172891e-02]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.7762220e-02
  4.3281179e-02 3.6785785e-02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4433144e-09
  9.4672525e-10 1.4978067e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4340437e-09
  1.4460837e-09 1.2954386e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5314716e-09
  1.4650391e-09 1.6354679e-09]]",0.038406868,0.0008491755,936.9679030805463,123204.77376366823,0.017937255292923435,0.017937255292923435,10.0,120.18531976744185
27,Kate Bush,01 Running Up That Hill (A Deal With God).wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4805752e+01
  1.1451851e+01 1.1816591e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.8537380e+01
  3.6114429e+01 2.3860420e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5253995e+01
  5.6872940e+00 2.5650043e+00]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2815684e-09
  1.1234023e-09 2.2620363e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.8830522e-10
  1.3848567e-09 1.9615902e-09]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1677489e-09
  1.1494098e-09 2.1582442e-09]]",0.0308634,0.0013278536,2062.0662358334703,4481798.212266646,0.03183344511310905,0.03183344511310905,10.0,109.95678191489361
28,"Kris Winther, SuperJonny, Rapposaurus Rex, LamboLaz",01 Blitzkrieg 2022 - Drammen.wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4685141e-03
  1.3438882e+00 8.5711002e+00]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.7768183e-02
  2.1223023e+00 8.5240257e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1265493e-01
  1.2831406e+01 9.1551398e+02]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.1492753e-09
  1.2696678e-05 1.8273977e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.6633478e-09
  1.2533193e-05 1.8166264e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.9001337e-09
  1.2612047e-05 1.7932805e-05]]",0.1130021,0.018283091,2793.103349983114,2971879.045627314,0.0704960303074246,0.0704960303074246,10.0,129.19921875
29,"Kygo, Dean Lewis",01 Never Really Loved Me (with Dean Lewis).wav,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.5652332e+00
  6.4959874e+00 1.1142708e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.6445374e+01
  2.1125973e+01 1.6665464e+01]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.9476978e+01
  1.3847488e+01 4.3814724e+01]
 ...
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.8850742e-05
  6.9199479e-05 2.5916670e-05]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.2964932e-08
  5.1280871e-08 6.5604780e-07]
 [0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0887793e-09
  1.5215309e-09 4.7673294e-07]]",0.12125609,0.005564511,2861.92038068875,4833461.202403523,0.05385368329466357,0.05385368329466357,10.0,117.45383522727273
